# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
NGC4038,0.005477,NGC4038,SN2007sr,Ia,37967,VV245:/UGCA264/PGC037967/NGC4038/MRC1159-185/MCG-03-31-014/LGG263:[G93]008/IRAS11593-1835/HIPASSJ1201-18/ESOLV5720481/ESOLV5720470/ESO572-047/ARP244:/6dFJ1201530-185204/2MASXJ12015300-1852033,G,11.9886667,-18.5897894,B115919.2-183523,12.0313932,-18.8682165,J120153.0-185206,286.9589455,42.4613953,131.7795143,-17.2688392,0,SBm,B,,,,8.9,0.5,1734,25,156,43,,21642,238,10.66,109,10.85,109,10.2,109,9.47,93,7705,159,-0.17,705,133.15,5.91,,,,,,,13161,239,,1644.0,5.7,1626.2,5.1,1634.0,6.8,201,288,51.94,0.03,1747,10359,-254,561,22.94,169.12,7.78,13134,2775,1393.5,1477.0,1571.3,1987.7,31809,691,31945,44,31945,44,-21587,118,1.0,12:01:52.94,-18:58:19.7,P97,12:01:53.02,-18:52:05.58,-0.232800000026,-376.4206,,,,,,,12:01:53,-18:58:22,,,SN2007sr
2MASXJ16152860+1913344,0.032753,2MASXJ16152860+1913344,SN20080612,Ia,1584809,SDSSJ161528.62+191333.8/SDSSJ161528.61+191333.8/SDSSJ161528.61+191333.7/PGC1584809/2MASXJ16152860+1913344,G,16.221051,19.3498605,B161315.8+192059,16.2579499,19.2260661,J161528.6+191334,34.6622575,42.7571897,105.1648879,51.8719161,0,E,,,M,,-5.0,3.0,756,68,0.33,28,95.58,23712,204,18928,56,17375,0.5,,,15955,58,13642,99,,,,,,,,,,,,,,,,9788.2,5.6,9788.2,5.6,216,0.0,90.0,0.83,778,17011,,,24.97,,,,,9894.7,9895.3,10017.3,9857.6,35826,108,,,35826,108,-18814,512,1.0,16:15:28.67,+19:13:35.0,P97,16:15:28.62,19:13:33.84,-9.29459999996,2.16204,,,,,,,16:15:28,19:13:36,,,SN20080612
SN2008ae,0.03006,IC0577,SN2008ae,Iax,28662,UGC05334/SDSSJ095603.97+102955.8/SDSSJ095603.96+102955.8/PGC028662/MCG+02-26-001/KPG220A/IC0577/CGCG064-002/ALFALFA5-117/AGC005334/2MASXJ09560399+1029559,G,9.8899213,10.7366791,B095323.7+104412,9.9344367,10.4988569,J095604.0+102956,226.2476328,45.5807902,89.0019194,-38.089493,0,Sc,,,,,4.8,1.8,791,56,37,23,,21015,243,16106,344,14583,0.41,,,13967,126,11578,102,,,131.25,7.91,,,171.32,45.08,,,16931,244,,9037.0,4.6,9002.4,3.2,9013.5,11.6,0.12,63,23.74,0.02,801,14351,,,22209,326.05,21.3,16909,2558,8846.6,8896.8,9009.1,9347.2,35593,0.12,,,35593,0.12,-21241,428,1.0,9:56:03.57,10:29:58.68,JL,09:56:03.97,10:29:55.88,-11.5817999999,2.91516,,,,,,,09:56:03.20,10:29:58.8,,,SN2008ae
MCG-02-33-20,0.007972,MCG-02-33-20,SN2008aq,IIb,43458,[RC2]A1247-10/PGC043458/MCG-02-33-020/LGG304:[G93]003/IRAS12479-1035/IRAS12478-1035/HIPASSJ1250-10/DDO151/6dFJ1250294-105116/2MASXJ12502941-1051158,G,12.7980432,-10.5823745,B124753.0-103457,12.8415028,-10.8544028,J125029.4-105116,302.5538056,52.0166598,126.6138255,-3.9942509,0,Sm,B,,,,9.0,1.1,1516,34,0.51,28,175.0,23332,284,13151,98,13271,98,12811,98,12149,291,10561,789,-75,555,117.41,3.37,,,,,,,13884,116,,2389.4,4.6,2397.8,6.7,2392.1,3.9,194,938,90.0,0.83,1514,12136,-241,291,23551,117.41,,13058,923,2205.9,2280.2,2397.9,2728.2,32734,452,32396,303,32.5,252,-20365,0.27,1.0,12:50:30.15,-10:52:05.4,P97,12:50:29.41,-10:51:15.85,8.84879999996,-45.14992,,,,,,,12:50:30,-10:52:01,,,SN2008aq
IC3284,0.026131,IC3284,SN2008ar,Ia,40400,VCC0736/SDSSJ122437.56+105020.6/SDSSJ122437.56+105020.5/SDSSJ122437.55+105020.5/PGC040400/NGC4325:[ZM98]0011/IC3284/CGCG070-055/2MASXJ12243754+1050203,G,12.3680863,11.1160092,B122205.1+110658,12.4104306,10.8390738,J122437.6+105021,280.4799704,72.5317038,103.9302678,-4.2490194,0,SBab,B,R,,,1.8,2.0,743,67,44,27,,23407,481,16364,253,15.25,315,,,14306,141,11979,105,,,,,,,,,,,,,,,,7846.2,3.4,7846.2,3.4,0.16,54,26.57,0.02,757,14958,108,,22644,,,,,7731.4,7784.9,7939.2,8180.5,35322,137,35787,31,35787,31,-20829,316,1.0,12:24:38,10:50:21,P95,12:24:37.55,10:50:20.67,6.74760000005,-3.66568,,173,148,200,162,,12:24:38,10:50:17,,,SN2008ar
NGC4939,0.010360,NGC4939,SN2008aw,II,45170,PGC045170/NGC4939/MCG-02-33-104/IRAS13016-1004/HIPASSJ1304-10/AGC530010/6dFJ1304143-102022/2MASXJ13041438-1020225,G,13.0270364,-10.0715848,B130137.3-100418,13.0706542,-10.3395694,J130414.4-102022,308.0966778,52.4037679,127.0242387,-0.6013231,0,Sbc,,R,,,4.0,0.1,1757,0.03,395,37,6.26,22248,317,12028,69,11888,69,12073,1195,10183,172,8479,0.12,245,0.81,207.29,3.41,,,,,,,13401,95,12019,3110.6,2.7,3117.0,10.0,3111.0,2.1,176,621,70.07,0.05,1758,11071,44,506,23715,220.49,3.69,13352,2281,2936.2,3008.6,3127.6,3437.6,33302,347,32817,132,32879,243,-21807,252,1.0,13:04:14.12,-10:19:12.3,P97,13:04:14.36,-10:20:22.45,-5.32679999995,70.44984,,,,,,,13:04:14,-10:19:12,,,SN2008aw
anon19,0.015087,SN2008bc,SN2008bc,Ia,5071274,SN2008BC,sn,9.6212754,-63.7472501,B093716.6-634450,9642,-63.9738889,J093831.2-635826,283.6039157,-8.6040586,186.1247565,-34.2411615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,,,,,,,,,,,,,,,,,,,,,,,,,1.0,09:38:34,-63:58:21,P95,09:38:031.2,-63:58:026.0,-3.0,3.99999777301e-05,,261,150,165,165,,09:38:31,-63:58:26,,,SN2008bc
anon20,0.046031,[WLF2008]J140732.38-263305.6,SN2008cf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:07:32,-26:33:06,P95,14:07:33,-26:33:07,0.0,0.0,,127,151,144,159,,14:07:33,-26:33:07,,,SN2008cf
PGC0091487,0.032730,PGC0091487,SN2008cg,IIn,91487,SDSSJ155415.31+105810.0/RFGC3056/PGC091487/FGC1965/AGC251587,G,15.8646181,11.1158586,B155152.6+110657,15.9042534,10.9694466,J155415.3+105810,21.4074281,44.1823997,116.7915718,45.8529676,0,Sc,,,,,5.9,1.2,771,58,718,27,170.36,24.61,282,18949,64,17521,0.5,,,16.35,0.14,,,,,113.82,6.13,,,,,,,17.97,297,,10841.0,6.3,10817.2,2.7,10821.0,6.3,235,1.22,86.33,0.25,764,16017,,,23751,114.05,6.15,17718,1.7,10877.0,10892.6,11013.0,10931.9,36038,99,,,36038,99,-20021,0.51,1.0,15:54:15.44,+10:58:12.0,P97,15:54:15.31,10:58:10.01,-4.68360000004,14.99224,,,,,,,15:54:15,10:58:25,,,SN2008cg
NGC4603,0.008647,NGC4603,SN2008cn,II,42510,[DCL86]120/PGC580396/PGC042510/NGC4603/MCG-07-26-028/LGG301:[G93]001/IRAS12382-4042/HIPASSJ1240-40/ESOLV3220520/ESO322-052/AGC028708/6dFJ1240552-405835/2MASXJ12405519-4058350,G,12.6365317,-40.7020371,B123811.5-404207,12.681998,-40.9763623,J124055.2-405835,300.7932635,21.8517617,155.837343,-12.8393529,0,SABc,B,,,,5.0,0.3,1415,33,0.15,28,18.37,21552,1737,12683,239,12463,239,11703,239,10283,65,8375,24,0.2,0.8,166.41,2.61,,,,,,,13998,133,11668,2592.3,3.8,2586.9,5.4,2590.5,2.9,725,257,46.16,0.02,1478,11466,69,0.55,22993,230.73,3.89,13976,2.51,2323.4,2412.4,2450.3,2876.1,32.77,443,32812,159,32807,149,-21341,281,1.0,12:40:55.31,-40:58:36.33,arx,12:40:55.19,-40:58:034.9,7.00800000001,22.80428,,,,,,,12:40:55.66,-40:58:12.1,,,SN2008cn
2MASXJ00351050+2315184,0.036800,2MASXJ00351050+2315184,SN2008dh,Ia,1684149,PGC1684149/NPM1G+22.0025/2MASXJ00351050+2315184,G,0.5423721,22.9797677,B003232.5+225847,0.58625,23.2551111,J003510.5+231518,118.0917681,-39.4637201,317.8428738,10.5663299,0,,,,,,,,0.71,72,0.48,28,76.5,,,,,17.41,0.5,,,,,13403,152,,,,,,,,,,,,,,,,11032.4,236.8,11032.4,236.8,129,,73.54,0.06,,17171,,,24.7,,,,,11266.8,11182.7,11095.8,10699.5,36055,108,,,36055,108,-18884,512,1.0,00:35:11.47,+23:15:17.1,P97,00:35:010.5,23:15:018.4,7.5,-3.39996,,,,,,,0:35:11,23:15:15,,,SN2008dh
NGC0307,0.013376,NGC0307,SN2008ee,Ia,3367,UGC00584/PGC003367/NGC0307/MCG+00-03-035/LGG013:[G93]005/CGCG384-039/6dFJ0056326-014619/2MASXJ00563259-0146189,G,0.8998139,-2.0424321,B005359.3-020233,0.9423773,-1.7720705,J005632.6-014619,125.9083876,-64.614325,294.847586,-0.8468868,0,S0,,,,,-1.9,1.2,1208,29,379,23,79.44,,,14249,77,13759,77,12789,78,11609,74,9702,72,0.46,0.97,,,,,294.25,14.21,,,,,,,,4006.6,21.3,4006.6,21.3,185,0.0,90.0,0.83,1213,13514,0.43,853,23482,,,,,4140.0,4078.6,3935.9,3678.6,33778,276,,,33778,276,-20264,287,1.0,0:56:32.65,-1:46:18.76,arx,00:56:32.56,-01:46:19.45,6.02580000001,3.4538,,,,,,,00:56:32.96,-01:46:16.0,,,SN2008ee
E284-G32,0.019173,ESO284-G032,SN2008ff,Ia,64319,PGC064319/IRAS20104-4430/FAIR0885/ESOLV2840320/ESO284-032/2MASXJ20135626-4421040,G,20.1743257,-44.5029754,B201027.6-443011,20.2322944,-44.3511111,J201356.3-442104,355.7690616,-32.8831995,222.2136498,27.3019531,0,S0-a,B,R,,,0.2,0.7,1073,57,0.0,47,,20123,326,,,13.7,0.2,,,,,10108,55,,,,,,,,,,,,,11839,,,5747.6,19.5,5747.6,19.5,219,0.0,0.0,0.02,1094,13395,,,22806,,,,,5726.2,5737.0,5635.6,5591.0,34569,193,,,34569,193,-21174,278,1.0,20:13:57,-44:21:04,P95,20:13:56.26,-44:21:004.0,56.1024,-4.00004000002,,7,127,211,149,,20:14:00,-44:21:08,,,SN2008ff
ESO428-G14,0.00566,ESO428-G14,SN2008fp,Ia,20551,PGC020551/MCG-05-18-002/IRAS07145-2914/ESOLV4280140/ESO428-014/CGMW2-00704/2MASXJ07163123-2919290,G,7.2424766,-29.2347009,B071432.9-291405,7.2753337,-29.3248056,J071631.2-291929,241.8770782,-7.9651302,187.3919459,-75.5129035,0,S0,B,R,,,-1.8,0.9,1297,48,206,43,136.57,21299,0.32,,,13287,165,13.52,0.1,11275,71,8799,46,,,115.27,9.1,,,113.12,11.98,,,16.22,266,11648,1711.0,10.9,1702.8,10.0,1706.6,6.0,849,0.0,62.11,0.04,1382,12412,,,23.49,130.42,10.44,16184,3773,1442.4,1498.8,1455.4,1894.5,31639,746,,,31639,746,-19227,763,2.0,07:16:29.48/07:16:33.00,-29:19:08.0/-29:19:49.0,P97,07:16:031.2,-29:19:029.3,26.9802,-2.69984,,,,,,,7:16:33,-29:19:32,,,SN2008fp
NGC6907,0.010614,NGC6907,SN2008fq,II,64650,UGCA418/PGC064650/NGC6907/MCG-04-48-006/LGG436:[G93]003/IRAS20221-2458/HIPASSJ2025-24/ESOLV5280030/ESO528-003/AGC033399/6dFJ2025067-244834/2MASXJ20250669-2448339/2MASXJ20250664-2448335,G,20.3688149,-24.9726932,B202207.7-245822,20.4185081,-24.8093996,J202506.6-244834,18.8499812,-30.8238742,235.3090598,43.9115064,0,Sbc,B,,,,4.0,0.5,1522,21,94,38,66.65,21855,228,11948,55,11918,55,11228,55,10138,102,8415,86,0.08,705,129.46,2.1,,,,,,,13752,111,10225,3171.3,3.7,3190.1,5.2,3177.5,6.6,274,153,37.46,0.02,1544,11.47,-45,589,23094,212.88,4.05,13731,2261,3262.8,3245.6,3158.9,2946.9,33303,344,33178,29,33178,29,-21708,62,1.0,20:25:06.26,-24:48:26.6,P97,20:25:06.63,-24:48:33.84,-9.43740000012,5.83855999999,,,,,,,20:25:06,-24:48:28,,,SN2008fq
SN2008ge,0.003916,NGC1527,SN2008ge,Ia,14526,PGC014526/NGC1527/ESOLV2010200/ESO201-020/2MASXJ04082413-4753493,G,4.1154948,-48.0281399,B040655.8-480141,4.1400361,-47.8970278,J040824.1-475349,255.1460497,-46.7096524,244.0520648,-43.0884686,0,E-S0,B,R,,,-2.9,0.5,1661,19,409,24,77.73,20348,0.29,12226,108,11706,108,10756,108,9535,75,7639,49,525,0.96,,,,,158.52,4.48,0.26,0.0040,,,,,,1175.5,18.1,1175.5,18.1,55,0.0,90.0,0.83,1651,11633,491,905,23687,,,,,985.8,1015.1,874.4,1141.4,30601,1242,31257,0.22,31257,0.22,-19624,245,1.0,4:08:24.13,-47:53:51.23,JL,04:08:24.13,-47:53:049.3,8.25060000004,1.90008,,,,,,,04:08:24.68,-47:53:47.4,,,SN2008ge
anon21,0.05904,2MASXJ22104396-2047256,SN2008go,Ia,836926,PGC836926/NPM1G-21.0533/6dFJ2210440-204726/2MASXJ22104396-2047256,G,22.1328691,-21.037042,B220758.3-210213,22.1788774,-20.7904229,J221044.0-204726,33.863885,-52.8995665,260.6679715,29.680895,0,,,,,,,,0.64,79,0.1,28,38.5,,,,,16.75,354,,,14245,79,12142,138,,,,,,,,,,,,,,,,18679.5,42.9,18679.5,42.9,0.16,,38.13,0.02,,16403,,,23.69,,,,,18794.7,18756.4,18625.2,18363.9,37207,58,,,37207,58,-20804,359,1.0,22:10:44,-20:47:16,P95,22:10:43.96,-20:47:25.52,15.6203999999,8.52243999999,,104,161,165,119,,22:10:45,-20:47:17,,,SN2008go
SN2008ha,0.004623,UGC12682,SN2008ha,Ia,71801,[RC2]A2332+17/UGC12682/PGC071801/MCG+03-60-007/IRAS23323+1757/DDO218/CGCG455-020/AGC012682,G,23.5394855,17.950132,B233222.1+175700,23.5815028,18.2266767,J233453.4+181336,98.5666484,-40.9953284,309.8755119,23.4459853,1,I,,,,,9.8,0.5,1076,42,136,27,40.33,23225,305,13933,125,14063,125,13523,125,13039,109,,,-0.28,365,34.5,0.91,,,,,,,14.98,91,13794,1388.6,3.8,1393.1,2.1,1392.1,1.9,339,253,48.7,0.02,1102,13.47,-216,421,22901,45.92,1.27,14958,1488,1643.3,1559.6,1468.9,1031.0,31697,739,,,31697,739,-18227,749,1.0,23:34:53.93,18:13:45.43,JL,23:34:53.41,18:13:36.04,-10.8011999997,-0.636120000003,,,,,,,23:34:52.69,18:13:35.4,,,SN2008ha
M-02-01-14,0.038329,MCG-02-01-014,SN2008hj,Ia,282,PGC000282/MCG-02-01-014/6dFJ0004015-111027/2MASXJ00040151-1110275,G,0.0244192,-11.4526252,B000127.9-112709,0.0670872,-11.174213,J000401.5-111027,85.715967,-70.5384479,282.0791961,8.9702545,0,Sa,,R,,,1.3,1.3,951,47,91,27,,,,,,14925,372,,,13.6,81,12.49,145,,,,,,,,,,,,,,,,11360.0,39.0,11360.0,39.0,155,96,38.02,0.02,962,14532,,,23306,,,,,11485.0,11430.7,11278.6,11017.6,36089,96,,,36089,96,-21557,384,1.0,00:04:01,-11:10:24,P95,00:04:01.51,-11:10:27.17,7.2912,19.1668,,135,256,164,156,,00:04:02,-11:10:08,,,SN2008hj
ESO125-G06,0.02192,ESO125-G06,SN2008ia,Ia,24848,PGC024848/ESO125-006/6dFJ0850359-611641/2MASXJ08503587-6116404,G,8.8254699,-61.0897057,B084931.7-610523,8.8433015,-61.2778912,J085035.9-611640,277.8079956,-10.8005033,188.8109292,-39.975222,0,E-S0,,,,,-3.5,1.9,1091,0.11,72,105,,,,,,,,,,11945,89,9973,49,,,,,,,,,,,,,,,,6566.9,36.6,6566.9,36.6,982,0.0,40.19,0.02,1222,,,,,,,,,6262.5,6341.0,6281.5,6750.0,34.81,173,,,34.81,173,,,1.0,08:50:35.01,-61:16:41.6,P97,08:50:35.89,-61:16:40.41,-13.2810,-0.591679999997,,,,,,,8:50:35,-61:16:41,,,SN2008ia
MCG-02-07-33,0.015874,MCG-02-07-33,SN2008J,IIn,9800,PGC009800/MCG-02-07-033/LGG063:[G93]005/IRAS02319-1103/HIPASSJ0234-10/AGC420143/6dFJ0234245-105037/2MASXJ02342450-1050372,G,2.5329952,-11.062229,B023158.8-110344,2.5734774,-10.8437144,J023424.5-105037,183.9827119,-60.8244326,292.0000475,-26.630339,0,SBbc,B,,,,3.9,0.6,1282,32,399,22,72.0,,,,,13895,394,,,12112,0.16,10208,77,,0.88,178.67,2.65,,,,,,,14424,87,12251,4776.9,4.5,4770.0,10.5,4775.8,3.5,98,621,70.43,0.05,1275,13145,,,23344,189.62,2.85,14374,1229,4792.4,4757.5,4611.7,4555.7,34132,235,33973,349,34082,195,-20937,0.44,3.0,02:34:26.64/02:34:24.57/02:34:23.57,-10:50:35.0/-10:50:36.0/-10:50:36.0,P97,02:34:24.52,-10:50:37.37,-7.77959999998,-1.62816000001,,,,,,,2:34:24,-10:50:39,,,SN2008J
NGC1591,0.013719,NGC1591,SN2008V,II,15276,PGC015276/NGC1591/MCG-04-11-015/IRAS04274-2649/ESOLV4840250/ESO484-025/AGC023484/6dFJ0429306-264247/2MASXJ04293054-2642472,G,4.457737,-26.8214213,B042727.9-264917,4.4918167,-26.7131528,J042930.5-264247,225.6110872,-41.7922616,272.2581313,-54.4932797,0,SBab,B,R,,,2.0,1.5,1143,31,222,23,29.34,21297,307,,,13688,296,,,12084,95,10224,73,,0.82,118.0,1.92,,,,,,,15849,181,12241,4112.0,6.7,4102.2,8.5,4108.3,5.1,155,271,56.8,0.03,1148,13.22,,,22825,141.02,2.36,15818,2598,3963.8,3975.3,3851.5,4068.4,33733,282,,,33733,282,-20512,409,1.0,04:29:31.37,-26:42:38.8,P97,04:29:30.54,-26:42:47.35,6.89819999998,7.35007999999,,,,,,,4:29:31,-26:42:40,,,SN2008V
E570-G20,0.027705,ESO570-G020,SN2009aa,Ia,34991,PGC034991/MCG-04-27-009/ESO570-020/6dFJ1123410-221614,G,11.3532293,-21.9959094,B112111.6-215945,11.3947064,-22.2706104,J112340.9-221614,277.5489708,36.2384593,133.8698513,-26.6348794,0,Sb,,,,,3.2,2.1,863,53,207,24,75.0,,,,,15065,0.39,,,13335,75,12325,57,,,,,,,,,,,,,,,,8306.2,55.4,8306.2,55.4,147,312,54.1,0.03,869,14543,,,22768,,,,,8039.7,8125.8,8204.1,8662.5,35.39,133,,,35.39,133,-20847,412,1.0,11:23:36,-22:15:46,P95,11:23:40.94,-22:16:014.2,15.8543999999,-0.80256,,125,177,193,170,,11:23:42,-22:16:15,,,SN2009aa
NGC3278,0.009877,NGC3278,SN2009bb,II,31068,PGC031068/NGC3278/MCG-07-22-021/IRAS10293-3941/ESOLV3170430/ESO317-043/6dFJ1031354-395717/2MASXJ10313538-3957166,G,10.4896838,-39.6971622,B102922.9-394150,10.5264975,-39.9546454,J103135.4-395717,275.8210858,15.4430633,155.0875792,-37.3090984,0,Sc,,,,,5.1,0.5,1131,52,116,48,60.2,20618,336,,,13091,0.24,,,11443,113,9344,26,,,134.67,8.28,,,,,,,15643,201,10964,2993.9,6.1,2977.7,29.7,2993.2,4.8,427,199,40.98,0.02,1166,12448,,,22263,205.36,13.19,15621,3173,2683.9,2773.5,2792.1,3299.1,33036,389,,,33036,389,-20588,457,1.0,10:31:34,-39:57:28,HK,10:31:35.39,-39:57:16.72,-20.8649999999,-11.27656,,154,158,69,216,,10:31:33.920,-39:57:28.20,10:31:35.387,-39:57:16.63,SN2009bb
M-03-10-52,0.025074,MCG-03-10-052,SN2009D,Ia,14075,PGC014075/MCG-03-10-052/IRAS03521-1920/ESOLV5490310/ESO549-031/AGC023036/6dFJ0354247-191125/2MASXJ03542465-1911250,?,3.8696689,-19.3364561,B035210.8-192011,3.9068551,-19.1902319,J035424.7-191125,212.2550428,-47.4315782,284.9611015,-46.9006479,0,Sb,,,,,3.2,1.3,1.05,49,361,34,25.52,21406,321,,,14845,196,,,13033,78,11277,0.08,,,164.4,3.67,,,,,,,16292,245,,7509.7,7.1,7516.9,33.1,7510.0,5.2,228,528,68.38,0.05,1057,14033,,,23236,176.84,4.0,16247,2214,7422.0,7415.9,7285.3,7410.0,35131,149,,,35131,149,-21098,246,1.0,03:54:24,-19:11:20,P95,03:54:24.68,-19:11:24.83,-25.1754,30.83484,,246,284,117,130,,03:54:23,-19:10:54,,,SN2009D
IC2554,0.004659,IC2554,SN2009dq,II,29512,RKK2000/PGC029512/IRAS10075-6647/IRAS10075-6646/IC2554A/IC2554/HIPASSJ1008-67/ESOLV0920120/ESO092-012:/2MFGC07855/2MASXJ10085056-6701510,G,10.1249786,-66.7857788,B100729.9-664709,10.1472704,-67.0317576,J100850.2-670154,288.017787,-8.9946772,186.76326,-29.8953389,0,SBbc,B,,M,,4.3,1.3,1.52,28,409,33,7.97,21904,294,12492,95,12502,95,11782,95,10983,321,8572,41,-0.02,0.73,109.06,4.48,,,,,,,14142,157,10097,1401.2,6.7,1373.6,27.2,1399.6,6.4,887,656,70.71,0.05,1587,10.95,-216,433,23105,115.55,4.77,14092,3141,1102.3,1183.3,1128.6,1578.5,31107,961,31.96,0.34,31865,321,-20915,334,1.0,10:08:49.95,-67:01:57.4,P97,10:08:50.17,-67:01:54.33,-2.60159999998,-2.67263999997,,,,,,,10:08:50,-67:01:57,,,SN2009dq
NGC3905,0.020686,NGC3905,SN2009ds,Ia,36909,PGC036909/NGC3905/MCG-01-30-035/IRAS11465-0927/6dFJ1149049-094348/2MIG1637/2MASXJ11490490-0943479,G,11.7754925,-9.45193,B114631.8-092707,11.8180354,-9.7299492,J114904.9-094348,278.5099717,50.1616455,121.7082192,-18.359064,0,Sc,B,,,,4.7,0.5,1277,52,168,36,62.5,22812,306,,,13407,92,12837,92,11871,196,9977,148,,645,91.72,4.32,,,,,,,15533,263,12972,5760.9,4.6,5774.0,6.0,5765.8,5.2,169,283,48.68,0.02,1286,12923,,462,23213,122.13,5.91,15511,2588,5547.8,5625.0,5738.1,6130.5,34601,189,35072,56,35034,236,-22111,253,2.0,11:49:06.73/11:49:03.00,-09:43:47.0/-09:43:50.0,P97,11:49:04.93,-09:43:47.82,-13.9116000001,2.81712,,,,,,,11:49:04,-9:43:45,,,SN2009ds
NGC5026,0.011216,NGC5026,SN2009ev,Ia,46023,[V89]154/[DCL86]540/PGC046023/NGC5026/MCG-07-27-048/LGG339:[G93]006/IRAS13113-4241/ESOLV2690730/ESO269-073/6dFJ1314136-425741/2MASXJ13141365-4257404,G,13.1890407,-42.696659,B131120.5-424148,13.2371255,-42.9612005,J131413.7-425740,307.3580749,19.7146645,159.1379348,-7.2115698,0,Sa,B,R,,,0.7,0.7,1546,21,292,31,49.86,21958,328,,,12565,283,,,10145,72,8147,37,0.64,1.12,250.56,15.6,,,,,,,,,,3752.0,7.4,3634.0,36.0,3747.2,17.3,443,212,66.24,0.04,1576,11863,,,23764,273.76,17.16,,,3494.8,3581.1,3613.6,4008.7,33614,0.3,,,33614,0.3,-21751,413,1.0,13:14:14.19,-42:58:29.8,P97,13:14:13.65,-42:57:40.32,65.2230,-68.6782,,,,,,,13:14:18,-42:58:49,,,SN2009ev
NGC1080,0.026161,NGC1080,SN2009I,Ia,10416,PGC010416/NGC1080/MCG-01-08-003/IRAS02426-0455/AGC420231/6dFJ0245099-044239/2MASXJ02450993-0442388,G,2.7110771,-4.9209758,B024239.9-045516,2.7527597,-4.7107778,J024509.9-044239,178.39755,-54.8298317,299.410249,-27.7614207,0,SABc,B,,,,4.7,0.5,1038,43,123,0.03,165.88,,,,,14.14,41,13.58,41,12.5,0.1,10865,58,,,87.41,4.17,,,,,,,16268,393,12.97,7848.0,11.5,7845.0,4.1,7845.4,2.6,136,209,42.34,0.02,1046,13752,,454,22838,129.79,6.39,16246,2494,7878.0,7838.2,7704.0,7630.7,35252,141,,,35252,141,-21.5,147,1.0,02:45:10,-4:42:39,P95,02:45:09.93,-04:42:038.8,0.976199999991,-10.19992,,130,110,165,163,,2:45:10.40,-4:42:49.40,2:45:9.936,-4:42:38.85,SN2009I
NGC1015,0.008770,NGC1015,SN2009ig,Ia,9988,UGC02124/PGC009988/NGC1015/MCG+00-07-066/HIPASSJ0238-01/CGCG388-075/6dFJ0238116-011907/2MASXJ02381156-0119070,G,2.5941327,-1.5343765,B023538.9-013204,2.6365487,-1.3187099,J023811.6-011907,172.1886615,-53.6538796,302.5146564,-25.1511131,0,Sa,B,R,,,1.0,0.4,1297,34,72,0.03,,,,,,13316,304,,,11.06,81,9233,257,,1.04,70.03,2.27,,,,,,,14705,165,,2628.4,6.7,2562.3,33.5,2625.9,10.1,139,69,34.25,0.02,1308,13076,,,23.46,124.45,4.41,14684,1608,2678.7,2633.7,2503.4,2399.1,32805,434,,,32805,434,-19729,529,1.0,02:38:11.68,-01:18:46.1,P97,02:38:11.58,-01:19:07.36,6.37019999998,22.35564,,,,,,,2:38:12,-1:18:45,,,SN2009ig
SN2009J,0.0158,IC2160,SN2009iw/SN2009J,Ia,18092,PGC238334/PGC018092/IRAS05576-7655/IC2160/HIPASSJ0555-76/ESOLV0330320/ESO033-032/AGC024723/6dFJ0555286-765513/2MASXJ05552852-7655128,G,5.9618028,-76.9243971,B055742.5-765528,5.9245944,-76.9202361,J055528.5-765513,288.313934,-29.5277996,210.2364138,-28.3118487,0,SBc,B,,,,4.7,0.8,1255,27,305,29,108.28,21854,239,,,13853,62,13113,62,12043,76,10297,82,,765,147.22,2.39,,,,,,,14953,0.2,13126,4739.7,7.7,4743.2,17.9,4740.2,5.1,382,507,62.64,0.04,1278,12938,,565,23298,165.76,2.75,14917,1979,4486.6,4547.6,4438.8,4799.4,34054,244,,,34054,244,-21116,252,1.0,5:55:27.93,-76:55:12.41,JL,05:55:28.54,-76:55:12.85,-43.6401,-3.05004000004,,,,,,,05:55:25.63,-76:55:15.9,,,SN2009iw/SN2009J
